parameters | time (second),Apical_voltage | v_mc (volt),Basol_voltage | v_sc (volt),Cell_concentration | Cl_i (M),Cell_concentration | glucose_i (M),Cell_concentration | J_w_A (umol_per_s),Cell_concentration | J_w_B (umol_per_s),Cell_concentration | K_i (M),Cell_concentration | Na_i (M),Cell_concentration | pH_int (per_second),Cell_concentration | v_cell (m3)
9557,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9558,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9559,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9560,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9561,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9562,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9563,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9564,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9565,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9566,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9567,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9568,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9569,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9570,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9571,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9572,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9573,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9574,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9575,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9576,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9577,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9578,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9579,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9580,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9581,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9582,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9583,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9584,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9585,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9586,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9587,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9588,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9589,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9590,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9591,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9592,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9593,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9594,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9595,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9596,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9597,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9598,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9599,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9600,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9601,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9602,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9603,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9604,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9605,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9606,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9607,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9608,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9609,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9610,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9611,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9612,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9613,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9614,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9615,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9616,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9617,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9618,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9619,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9620,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9621,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9622,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9623,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9624,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9625,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9626,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9627,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9628,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9629,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9630,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9631,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9632,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9633,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9634,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9635,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9636,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9637,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9638,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9639,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9640,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9641,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9642,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9643,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9644,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9645,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9646,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9647,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9648,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9649,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9650,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9651,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9652,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9653,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9654,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9655,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9656,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9657,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9658,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9659,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9660,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9661,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9662,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9663,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9664,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459095,7.18742,1.85E-15
9665,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9666,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9667,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9668,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9669,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9670,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9671,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9672,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9673,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9674,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9675,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9676,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9677,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9678,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9679,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9680,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9681,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9682,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9683,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9684,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9685,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9686,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9687,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9688,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9689,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9690,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9691,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9692,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9693,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9694,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9695,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9696,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9697,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9698,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9699,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9700,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9701,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9702,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9703,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9704,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9705,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9706,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9707,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9708,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9709,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9710,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9711,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9712,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9713,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9714,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9715,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9716,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9717,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9718,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9719,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9720,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9721,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9722,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9723,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9724,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9725,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9726,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9727,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9728,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9729,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9730,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9731,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9732,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9733,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9734,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9735,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9736,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9737,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9738,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9739,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9740,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9741,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9742,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9743,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9744,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9745,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9746,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9747,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9748,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9749,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9750,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9751,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9752,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9753,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9754,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9755,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9756,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9757,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9758,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
9759,-0.0334639,-0.0465176,0.0565975,0.000155265,-1.02E-07,-1.02E-07,0.111125,0.0459096,7.18742,1.85E-15
